,File path,Position,Col 1,Col 2,Col 3,Col 4,Col 5,Col 6,Creation time,Time elapsed
2,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000000_YFP_000.tif,Pos1,,0.0577672520963,,0.0579477104865,,0.059730929045,2017-08-30 11:09:01,0.0008333333333333334
3,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000000_RFP_000.tif,Pos1,0.0755560247748,,0.0776028241757,,0.08479754571380001,,2017-08-30 11:09:01,0.0008333333333333334
6,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000001_RFP_000.tif,Pos1,0.0702472106152,,0.0726436491935,,0.0824732267218,,2017-08-30 11:14:06,0.08555555555555555
7,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000001_YFP_000.tif,Pos1,,0.057887989347699995,,0.05741095523109999,,0.0597643300263,2017-08-30 11:14:07,0.08583333333333333
10,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000002_RFP_000.tif,Pos1,0.0813883116258,,0.08423150632269999,,0.0929737145582,,2017-08-30 11:19:13,0.17083333333333334
11,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000002_YFP_000.tif,Pos1,,0.05802609448130001,,0.058113162417099996,,0.060693968774399996,2017-08-30 11:19:14,0.1711111111111111
14,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000003_RFP_000.tif,Pos1,0.0795574305803,,0.0809887924599,,0.08969561077230001,,2017-08-30 11:24:19,0.25583333333333336
15,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000003_YFP_000.tif,Pos1,,0.0571749159029,,0.0519857035055,,0.060314465313,2017-08-30 11:24:20,0.2561111111111111
18,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000004_RFP_000.tif,Pos1,0.0720138441278,,0.073816301775,,0.0805102808225,,2017-08-30 11:29:26,0.3411111111111111
19,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000004_YFP_000.tif,Pos1,,0.058036720001600005,,0.052135282018599995,,0.0612543115006,2017-08-30 11:29:26,0.3411111111111111
22,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000005_RFP_000.tif,Pos1,0.0819568154709,,0.08626288791339999,,0.0950467665374,,2017-08-30 11:34:32,0.4261111111111111
23,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000005_YFP_000.tif,Pos1,,0.0578747751176,,0.058586056332900004,,0.0634802188963,2017-08-30 11:34:33,0.4263888888888889
26,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000006_YFP_000.tif,Pos1,,0.05801306856959999,,0.0581727312061,,0.06363005496780001,2017-08-30 11:39:39,0.5113888888888889
27,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000006_RFP_000.tif,Pos1,0.0828876522493,,0.0856053331717,,0.0946125172264,,2017-08-30 11:39:39,0.5113888888888889
30,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000007_YFP_000.tif,Pos1,,0.05802693240540001,,0.058185680942900005,,0.0645516191741,2017-08-30 11:44:45,0.5963888888888889
31,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000007_RFP_000.tif,Pos1,0.07597913240130001,,0.0799499237571,,0.0875116039072,,2017-08-30 11:44:45,0.5963888888888889
34,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000008_YFP_000.tif,Pos1,,0.057471464874200004,,0.057092822360199996,,0.064706025741,2017-08-30 11:49:51,0.6813888888888889
35,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000008_RFP_000.tif,Pos1,0.0767426940715,,0.0787222423374,,0.086815070405,,2017-08-30 11:49:51,0.6813888888888889
38,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000009_RFP_000.tif,Pos1,0.0802882317968,,0.08287293203219999,,0.09200642322119999,,2017-08-30 11:54:57,0.7663888888888889
39,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000009_YFP_000.tif,Pos1,,0.05738294961490001,,0.0522279435526,,0.065541055236,2017-08-30 11:54:58,0.7666666666666667
42,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000010_RFP_000.tif,Pos1,0.0835385781546,,0.0862982778366,,0.09578387383880001,,2017-08-30 12:00:04,0.8516666666666667
43,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000010_YFP_000.tif,Pos1,,0.058135329319400006,,0.057729290820500004,,0.067776332147,2017-08-30 12:00:04,0.8516666666666667
46,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000011_YFP_000.tif,Pos1,,0.0577057027594,,0.057384331537199997,,0.0680111794316,2017-08-30 12:05:10,0.9366666666666666
47,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000011_RFP_000.tif,Pos1,0.0695122419912,,0.0725047811288,,0.07878454854019999,,2017-08-30 12:05:10,0.9366666666666666
50,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000012_RFP_000.tif,Pos1,0.0854169213416,,0.08864348330949999,,0.0987471568434,,2017-08-30 12:10:16,1.0216666666666667
51,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000012_YFP_000.tif,Pos1,,0.05867441924240001,,0.058198651678800006,,0.0708149497855,2017-08-30 12:10:17,1.0219444444444445
54,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000013_RFP_000.tif,Pos1,0.07088531830589999,,0.0740676070499,,0.08447694291680001,,2017-08-30 12:15:22,1.1066666666666667
55,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000013_YFP_000.tif,Pos1,,0.058030207927099994,,0.0576842197447,,0.070700154178,2017-08-30 12:15:23,1.1069444444444445
58,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000014_RFP_000.tif,Pos1,0.0666818926411,,0.0692983907752,,0.0750052322056,,2017-08-30 12:20:28,1.1916666666666667
59,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000014_YFP_000.tif,Pos1,,0.0572117083902,,0.056901591259,,0.06948348832389999,2017-08-30 12:20:29,1.1919444444444445
62,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000015_YFP_000.tif,Pos1,,0.058095870709800004,,0.05775294131,,0.07301427213339999,2017-08-30 12:25:35,1.2769444444444444
63,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000015_RFP_000.tif,Pos1,0.07668089175430001,,0.07916431420210002,,0.0875135063913,,2017-08-30 12:25:35,1.2769444444444444
66,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000016_RFP_000.tif,Pos1,0.0832867449086,,0.0869184950995,,0.0964034757142,,2017-08-30 12:30:41,1.3619444444444444
67,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000016_YFP_000.tif,Pos1,,0.05918288684669999,,0.0586987581736,,0.0778564834,2017-08-30 12:30:42,1.3622222222222222
70,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000017_RFP_000.tif,Pos1,0.083014392035,,0.0860145055514,,0.0958005552743,,2017-08-30 12:35:47,1.4469444444444444
71,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000017_YFP_000.tif,Pos1,,0.0586817320349,,0.0583183907288,,0.0767029665562,2017-08-30 12:35:48,1.4472222222222222
74,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000018_YFP_000.tif,Pos1,,0.057710349429599996,,0.0574049412495,,0.0752825327857,2017-08-30 12:40:54,1.5322222222222222
75,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000018_RFP_000.tif,Pos1,0.0672549103269,,0.0686754801809,,0.0745630152245,,2017-08-30 12:40:54,1.5322222222222222
78,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000019_RFP_000.tif,Pos1,0.0811728200605,,0.08258680246530001,,0.09247880000669999,,2017-08-30 12:46:00,1.6172222222222221
79,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000019_YFP_000.tif,Pos1,,0.0578107479768,,0.05746859485280001,,0.0764461808941,2017-08-30 12:46:01,1.6175
82,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000020_RFP_000.tif,Pos1,0.0794945401822,,0.0839984550218,,0.09316602675,,2017-08-30 12:51:07,1.7025
83,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000020_YFP_000.tif,Pos1,,0.0588855761262,,0.0585036754212,,0.08060853098189999,2017-08-30 12:51:07,1.7025
86,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000021_RFP_000.tif,Pos1,0.0817900003828,,0.08318972290519999,,0.0934249427065,,2017-08-30 12:56:13,1.7875
87,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000021_YFP_000.tif,Pos1,,0.057805568082099995,,0.057474338543099995,,0.07849262017360001,2017-08-30 12:56:14,1.7877777777777777
90,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000022_RFP_000.tif,Pos1,0.06979660464089998,,0.07106439054710001,,0.07790788954030001,,2017-08-30 13:01:19,1.8725
91,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000022_YFP_000.tif,Pos1,,0.0571014041093,,0.0573612216302,,0.07651555039960001,2017-08-30 13:01:20,1.8727777777777779
94,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000023_YFP_000.tif,Pos1,,0.05857668681750001,,0.0582086524573,,0.082894540391,2017-08-30 13:06:26,1.9577777777777778
95,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000023_RFP_000.tif,Pos1,0.0796077879364,,0.0813357664538,,0.091025428867,,2017-08-30 13:06:26,1.9577777777777778
98,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000024_RFP_000.tif,Pos1,0.08287024040419999,,0.084361406695,,0.0949630547181,,2017-08-30 13:11:32,2.042777777777778
99,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000024_YFP_000.tif,Pos1,,0.057835276301699996,,0.057503800295799996,,0.07832758333619999,2017-08-30 13:11:33,2.0430555555555556
102,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000025_RFP_000.tif,Pos1,0.0828199966823,,0.0845394928967,,0.09521180177,,2017-08-30 13:16:39,2.1280555555555556
103,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000025_YFP_000.tif,Pos1,,0.05801771523990001,,0.0576288100263,,0.0798283082575,2017-08-30 13:16:39,2.1280555555555556
106,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000026_RFP_000.tif,Pos1,0.0835110472387,,0.0848572494382,,0.0957044287057,,2017-08-30 13:21:45,2.2130555555555556
107,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000026_YFP_000.tif,Pos1,,0.057845712266,,0.052149810178199994,,0.0802279339581,2017-08-30 13:21:46,2.2133333333333334
110,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000027_RFP_000.tif,Pos1,0.0752570205632,,0.078397474496,,0.08646124204569999,,2017-08-30 13:26:51,2.2980555555555555
111,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000027_YFP_000.tif,Pos1,,0.0590211674873,,0.0587197733229,,0.0848404551489,2017-08-30 13:26:52,2.2983333333333333
114,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000028_RFP_000.tif,Pos1,0.0870722704101,,0.0908433446344,,0.10213500063999999,,2017-08-30 13:31:58,2.3833333333333333
115,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000028_YFP_000.tif,Pos1,,0.0592797051726,,0.058796198190599995,,0.0865447769989,2017-08-30 13:31:59,2.383611111111111
118,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000029_RFP_000.tif,Pos1,0.08564132123439999,,0.0896524529136,,0.10066103095000001,,2017-08-30 13:37:04,2.4683333333333333
119,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000029_YFP_000.tif,Pos1,,0.0588576961047,,0.057908178524,,0.08874446970069999,2017-08-30 13:37:05,2.468611111111111
122,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000030_RFP_000.tif,Pos1,0.087803496006,,0.09076416624019999,,0.102464751274,,2017-08-30 13:42:11,2.553611111111111
123,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000030_YFP_000.tif,Pos1,,0.058336702965,,0.0586626742838,,0.08760053485239999,2017-08-30 13:42:11,2.553611111111111
126,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000031_RFP_000.tif,Pos1,0.0850733877348,,0.08684487918299999,,0.0986638406962,,2017-08-30 13:47:17,2.638611111111111
127,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000031_YFP_000.tif,Pos1,,0.0580951851355,,0.057850313754199995,,0.08496255924789999,2017-08-30 13:47:18,2.638888888888889
130,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000032_RFP_000.tif,Pos1,0.0817505231727,,0.08009960632799999,,0.09464468978060002,,2017-08-30 13:52:24,2.723888888888889
131,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000032_YFP_000.tif,Pos1,,0.0576653669259,,0.057925116874,,0.0901988774863,2017-08-30 13:52:25,2.7241666666666666
134,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000033_RFP_000.tif,Pos1,0.08523697890080001,,0.0869558679968,,0.09375205672289999,,2017-08-30 13:57:30,2.8088888888888888
135,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000033_YFP_000.tif,Pos1,,0.0578272779349,,0.0569895006869,,0.0845392830577,2017-08-30 13:57:31,2.8091666666666666
138,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000034_RFP_000.tif,Pos1,0.0905165573002,,0.09460314502489998,,0.101037197738,,2017-08-30 14:02:37,2.8941666666666666
139,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000034_YFP_000.tif,Pos1,,0.0588305927597,,0.0591304809672,,0.0920466241697,2017-08-30 14:02:38,2.8944444444444444
142,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000035_RFP_000.tif,Pos1,0.0874890739843,,0.09078884973519999,,0.097365261798,,2017-08-30 14:07:43,2.9791666666666665
143,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000035_YFP_000.tif,Pos1,,0.0583854905463,,0.058710177981400005,,0.0916863934274,2017-08-30 14:07:44,2.9794444444444443
146,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000036_RFP_000.tif,Pos1,0.08887396641489999,,0.0934393703831,,0.09978389174630001,,2017-08-30 14:12:50,3.0644444444444443
147,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000036_YFP_000.tif,Pos1,,0.0590056739552,,0.058651333180300004,,0.0945461430511,2017-08-30 14:12:50,3.0644444444444443
150,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000037_YFP_000.tif,Pos1,,0.0578874112363,,0.0576428738192,,0.09007883586610001,2017-08-30 14:17:56,3.1494444444444443
151,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000037_RFP_000.tif,Pos1,0.0772762875745,,0.0797889649961,,0.08913555175019999,,2017-08-30 14:17:56,3.1494444444444443
154,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000038_RFP_000.tif,Pos1,0.08009307415900001,,0.0879277371562,,0.0935795205246,,2017-08-30 14:23:02,3.2344444444444442
155,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000038_YFP_000.tif,Pos1,,0.0589418176334,,0.05860080469330001,,0.0959042893068,2017-08-30 14:23:03,3.234722222222222
158,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000039_RFP_000.tif,Pos1,0.08170619270650001,,0.08599348856769999,,0.0962345212559,,2017-08-30 14:28:08,3.3194444444444446
159,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000039_YFP_000.tif,Pos1,,0.0592574503096,,0.058899332782800004,,0.0976213148483,2017-08-30 14:28:09,3.319722222222222
162,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000040_RFP_000.tif,Pos1,0.07858581651610001,,0.0802595736642,,0.0904105675946,,2017-08-30 14:33:14,3.4044444444444446
163,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000040_YFP_000.tif,Pos1,,0.0576765164424,,0.05745571340919999,,0.0916358489526,2017-08-30 14:33:15,3.4047222222222224
166,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000041_RFP_000.tif,Pos1,0.0849604160177,,0.08609708646160001,,0.0982471388699,,2017-08-30 14:38:21,3.4897222222222224
167,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000041_YFP_000.tif,Pos1,,0.0577156411094,,0.0574894794625,,0.0969403580831,2017-08-30 14:38:21,3.4897222222222224
170,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000042_RFP_000.tif,Pos1,0.07917604755360001,,0.08227401947639999,,0.0921935939938,,2017-08-30 14:43:26,3.5744444444444445
171,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000042_YFP_000.tif,Pos1,,0.0586964606975,,0.059019593957599994,,0.09746285656829999,2017-08-30 14:43:27,3.5747222222222224
174,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000043_RFP_000.tif,Pos1,0.0811882738797,,0.08418060159910001,,0.09487563682229999,,2017-08-30 14:48:32,3.6594444444444445
175,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000043_YFP_000.tif,Pos1,,0.058616049033,,0.0588950572369,,0.102403014089,2017-08-30 14:48:33,3.6597222222222223
178,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000044_RFP_000.tif,Pos1,0.087321253254,,0.08952191095460002,,0.102101285223,,2017-08-30 14:53:39,3.7447222222222223
179,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000044_YFP_000.tif,Pos1,,0.0583776520983,,0.058085390007600005,,0.101803669803,2017-08-30 14:53:39,3.7447222222222223
182,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000045_RFP_000.tif,Pos1,0.0812268635691,,0.0831189517112,,0.0943669406933,,2017-08-30 14:58:45,3.8297222222222222
183,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000045_YFP_000.tif,Pos1,,0.0579255223109,,0.0576973215802,,0.100391691449,2017-08-30 14:58:46,3.83
186,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000046_RFP_000.tif,Pos1,0.0896258573169,,0.0931314596334,,0.10612971979800001,,2017-08-30 15:03:51,3.914722222222222
187,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000046_YFP_000.tif,Pos1,,0.059040338815599995,,0.05874322508259999,,0.10596640076500001,2017-08-30 15:03:52,3.915
190,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000047_YFP_000.tif,Pos1,,0.0586592280696,,0.058378431113400006,,0.10484381094,2017-08-30 15:08:58,4.0
191,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000047_RFP_000.tif,Pos1,0.07046025331519999,,0.07262143806060001,,0.0799438286125,,2017-08-30 15:08:58,4.0
194,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000048_YFP_000.tif,Pos1,,0.0582550074168,,0.05796666615209999,,0.102199093823,2017-08-30 15:14:04,4.085
195,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000048_RFP_000.tif,Pos1,0.08827261077670001,,0.0903347735472,,0.103389326979,,2017-08-30 15:14:04,4.085
198,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000049_RFP_000.tif,Pos1,0.0854791170679,,0.0888569800605,,0.101146051701,,2017-08-30 15:19:10,4.17
199,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000049_YFP_000.tif,Pos1,,0.058319471894,,0.058056085897,,0.10289144768899999,2017-08-30 15:19:11,4.170277777777778
202,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000050_RFP_000.tif,Pos1,0.0848469936198,,0.0884976629534,,0.10037280006799999,,2017-08-30 15:24:16,4.255
203,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000050_YFP_000.tif,Pos1,,0.0589205997656,,0.0586063519735,,0.10669585181800001,2017-08-30 15:24:17,4.255277777777778
206,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000051_YFP_000.tif,Pos1,,0.058385828410400006,,0.0581212061427,,0.100320849299,2017-08-30 15:29:22,4.34
207,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000051_RFP_000.tif,Pos1,0.08306795679069999,,0.08678677420530001,,0.09882629680189998,,2017-08-30 15:29:22,4.34
210,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000052_RFP_000.tif,Pos1,0.09064379074510001,,0.0953478451638,,0.109364030811,,2017-08-30 15:34:29,4.425277777777778
211,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000052_YFP_000.tif,Pos1,,0.0592834658482,,0.0590028016177,,0.110912666975,2017-08-30 15:34:29,4.425277777777778
214,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000053_YFP_000.tif,Pos1,,0.057876599584,,0.0576590935841,,0.10371314657299999,2017-08-30 15:39:35,4.510277777777778
215,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000053_RFP_000.tif,Pos1,0.08567189168739998,,0.091212918048,,0.10371718384400001,,2017-08-30 15:39:35,4.510277777777778
218,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000054_RFP_000.tif,Pos1,0.0818363025376,,0.08636072786660001,,0.09786854950760002,,2017-08-30 15:44:41,4.595277777777778
219,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000054_YFP_000.tif,Pos1,,0.058883434710599994,,0.05854255825130001,,0.108841851721,2017-08-30 15:44:42,4.595555555555555
222,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000055_RFP_000.tif,Pos1,0.0693001290495,,0.0718777422972,,0.0797250542365,,2017-08-30 15:49:47,4.6802777777777775
223,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000055_YFP_000.tif,Pos1,,0.058041680001,,0.057834737358,,0.105473320495,2017-08-30 15:49:48,4.680555555555555
226,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000056_RFP_000.tif,Pos1,0.0831302739242,,0.0850163928432,,0.0974337430528,,2017-08-30 15:54:53,4.7652777777777775
227,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000056_YFP_000.tif,Pos1,,0.057820581710099996,,0.057637628021599996,,0.10462983558399999,2017-08-30 15:54:54,4.765555555555555
230,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000057_RFP_000.tif,Pos1,0.0933494146883,,0.097561564572,,0.11224466166099999,,2017-08-30 16:00:00,4.850555555555555
231,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000057_YFP_000.tif,Pos1,,0.0594563171404,,0.0590708763931,,0.113897733644,2017-08-30 16:00:00,4.850555555555555
234,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000058_RFP_000.tif,Pos1,0.08405520967760001,,0.08595898132799999,,0.09886781213439999,,2017-08-30 16:05:05,4.935277777777777
235,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000058_YFP_000.tif,Pos1,,0.0580467479631,,0.0577738378689,,0.10648736105699999,2017-08-30 16:05:06,4.935555555555555
238,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000059_RFP_000.tif,Pos1,0.08420687411,,0.08631951723379999,,0.0990795784175,,2017-08-30 16:10:11,5.020277777777777
239,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000059_YFP_000.tif,Pos1,,0.058231559645699996,,0.057938628268599995,,0.10776405275,2017-08-30 16:10:12,5.020555555555555
242,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000060_RFP_000.tif,Pos1,0.0940119579365,,0.09754975745899999,,0.11303322445399999,,2017-08-30 16:15:18,5.105555555555555
243,/home/jmp/data/20170829_circuit/Stereoscope/combo/d1 11am - 430pm/Pos1/img_000000060_YFP_000.tif,Pos1,,0.059310494979099994,,0.058995807220900004,,0.11428896804300001,2017-08-30 16:15:19,5.105833333333333
